reviewId,userName,content,score,at,replyContent
0d83a3ea-5cfc-4a81-9e39-9901d8f70865,Khushi Verma,"I am extremely disappointed with WhatsApp. The app has become highly unreliable and frustrating to use, especially when it comes to creating or managing groups. Every time I try to create a new group or add new members, especially foreign friends, the group gets banned without any valid reason. This is not only inconvenient but unfair",1,2025-09-16 12:57:36,
126c2eaf-5047-4c62-a571-d2dde203840d,DEEPIKA K 3 A,it is connecting me to my friends in everywhere,5,2025-09-16 12:57:29,
aaaaf986-3a17-4308-8bb2-5c26adb66f71,Milan Vinay,WhatsApp kB start hoga,1,2025-09-16 12:57:17,
495a7463-8a7d-45f1-b8c3-71180aa4b7ae,Mohamd Dawud,good,5,2025-09-16 12:56:42,
d1cd5bfc-ca7f-486b-9bc4-4ffaed205e79,Sujata Bose,very good app,5,2025-09-16 12:56:34,
74e12b82-0400-4706-8475-fd97354b72ac,nazhirun mardhiy,just good. and use it for daily use.,5,2025-09-16 12:56:27,
6d6ee8c8-9052-4c88-93dc-720398b8c34c,Samweli Mwadege,"I like much to use WhatsApp because first it facilitate much in growth of my business through various communication that i done through WhatsApp is good app for ever I can see, and I like much to use this App for more time",1,2025-09-16 12:56:16,
28d3d022-199f-4c37-a1c5-235700a09ed0,Bunny Sara,Saralatha,5,2025-09-16 12:55:46,
74251721-5660-45d9-9558-cab7670001e2,Kandan Mani,"it is useful to share my homework and chat with my friends,and share videos about my favourite group BTS 💜😊 and discuss with my bestie and make chats with my family members soo it is very useful and easy to use ,ability to use by any age group ,make group chats group calls ,And meta AI which makes my homeworks and assignment too easy and chat with me like a friend i doesn't have that much things to share but it takes more than 10 days for updating so take care of that thak u",5,2025-09-16 12:55:35,
23cfa983-d048-41ae-bcad-a2f02639d7a6,Thembisa Sotyebi,excellent,5,2025-09-16 12:54:30,
89385eac-365f-455b-9d06-26006d6e0953,Wangmo Sanu,we reach out to our dear one through this apps,5,2025-09-16 12:54:28,
614a08b2-fa69-4152-9b7c-3dbbf0132167,Kamala Wad,nice,3,2025-09-16 12:54:05,
fc11b69d-d512-4d61-8177-aec3d65484ee,Satyakumar Pothala,my whatsapp looks like spam but I am using original phone number,1,2025-09-16 12:53:58,
0cf60ddd-eeee-454f-acc0-53395543b495,Ahsan Qureshi,nice,5,2025-09-16 12:53:44,
a8f62d10-be6b-4753-b57b-1da8858c496a,廾imάᥒshϋ,"Your update is very bad because I added my friend in a group and the group got banned without any reason! I don't know whether it's a glitch or not, but my experience with WhatsApp is very bad. I will never try this again. I'm very upset because my foreign friend always wants to chat with me, so I added my friends in the group.🤬🤬🤬",1,2025-09-16 12:53:21,
45f74dfb-cf70-4dd7-8ffa-36f3ab18e3b7,Rasida Khatun,nice 👍,5,2025-09-16 12:52:33,
c5f6b718-9169-4a61-942e-43ddf581f9e9,Ammar Yasir,lanat,1,2025-09-16 12:51:34,
afd28f93-4fc6-47c6-9172-d37a69cb2a6d,Khaista Khan,واٹساپ وڈانوٹ,4,2025-09-16 12:50:44,
a7fc0eb8-c7a1-47f5-b74f-1053c58adfa2,Rashika Shirani,respect🙏♥️🥺,5,2025-09-16 12:49:45,
ca6c24eb-daef-4d1b-86b1-7e1b2c3dbffa,Dineshanpv,chithra arun singer thamburaatti kutti kutti help WatsApp looding aakunnilla looding aakunnilla my manage akkaundu my thamburaatti kutti chithra arun singer please help WatsApp loodaavunnilla please help googil,5,2025-09-16 12:47:49,
56182554-dee6-4594-8389-6478753db88e,Roland Permal,rapid service and flexible,5,2025-09-16 12:47:16,
01086e84-ee77-4811-aec5-3bcc2d49bf2d,Alex B KANU,WhatsApp,5,2025-09-16 12:46:59,
b9329087-8e32-4c79-9193-381b8bcee3d3,Paschal KumAwah,Excellent,5,2025-09-16 12:46:56,
438e08d7-da1d-4e8f-86fa-f3150e30d641,Hajipri Jat,my WhatsApp not login problem,1,2025-09-16 12:46:33,
c87e0316-5a6f-4cde-b22a-14c70df07b68,Yusuf Shaikh,Giod,5,2025-09-16 12:46:30,
aa5c922f-f9ba-485a-ac1d-0c021e8fe6b5,Afghan King,"We update the app regularly to fix bugs, optimize performance and improve the experience. Thanks for using WhatsApp! Ok new 🆕",5,2025-09-16 12:46:16,
489aaeeb-c993-4c9d-8e75-fbe9cbdc1992,Janet Oforiwaa,very good,4,2025-09-16 12:45:57,
34b7308b-48c1-4a00-9dd5-de6c3af66efa,Baba G,amazing,5,2025-09-16 12:45:53,
bf3ef315-268f-4feb-9106-e959dd0e30a3,Jhamlal Panadiya,💗,5,2025-09-16 12:45:34,
7f03a67f-742f-4b6a-b33a-f18455b9875c,N-J Okoro,"I use 2 account on my WhatsApp. I switched to the other account to reply a message yesterday and since then I wasn't able to switch back to my main account as there was no option to prompt me to switch. after I had exhausted all my options, I tried logging in again to my main account only to discover that all my chats and media are missing. I've been trying to contact your support service, I have even sent an email and I still even haven't gotten so much as an acknowledgement of receipt....",1,2025-09-16 12:45:32,
bc591920-4869-41ad-aae9-5fb9b3489a7d,DestructiveDuo,"WhatsApp is one of the most popular messaging apps in the world, but our experience has not been very good. The main problem we faced is that we are not able to add people from other countries to WhatsApp groups. In addition, we also cannot join newly created groups, which makes the app very restrictive and inconvenient for us. Because of these limitations, WhatsApp does not meet our communication needs. A messaging platform should allow easy group creation and international connections. dissap",1,2025-09-16 12:45:29,
158461ee-7354-493c-a4bf-6c3f95114772,Thabiso Mbatha,i can not rate it for more than 3 stars due to Whatsapp Support Team keeps on Banning my accounts for no reason when i am trying to appeal they will close it permanently it is my 4 number is had used to whatsapp now since july till now it september as they had closed it permanently yesterday without any issue and what confuses me is that i did not even use the account yesterday but yet they closed it permanently and i tried to appeal still nothing happening what they just did is that they ban it,2,2025-09-16 12:44:33,
f3823931-0759-402d-907b-9c074ffba88f,Anik Biswas,"WhatsApp is one of the most popular messaging apps in the world, but our experience has not been very good. The main problem we faced is that we are not able to add people from other countries to WhatsApp groups. In addition, we also cannot join newly created groups, which makes the app very restrictive and inconvenient for us. A messaging platform should allow easy group creation and international connections, but Whatsapp has disappointed us in these areas.",2,2025-09-16 12:44:13,
417f9d52-02a3-45f2-9ba7-67d91f9c7ad1,lolita porja,lolitaporja,5,2025-09-16 12:44:01,
89bb14d1-42f4-4c57-aa86-7710778f20f3,Care Hospital manjoorgarhi,very Nice,5,2025-09-16 12:43:42,
0b0e0939-3868-481d-903b-01edec11e4bb,Charn Deep,I'm happ. my name is happy.,5,2025-09-16 12:42:15,
3705ac27-3811-4074-be21-d14202e6e96e,Sarala Saralababu,my WhatsApp is banded why,5,2025-09-16 12:41:58,
2a3c299e-e2b1-44dc-b815-92565c574e10,Vinod Mishra,whatsapp account mera ban kr diya gya h plz my account start,1,2025-09-16 12:41:45,
15ee7a09-1ebe-471d-90af-3dd24853deb6,Dina Adel,Bad experience with awful app,1,2025-09-16 12:41:15,
38aebbd1-9f5b-4f16-8f4f-b8fb8b870846,Jaapaboy Jaapa123 (jaapa123),Jiwa rock,5,2025-09-16 12:40:51,
b3115f25-2e36-4855-8448-b85bc2b1fedf,Nurul Hakim,Nice,5,2025-09-16 12:40:50,
24c39030-c052-4194-a98a-8cfe38fc138c,EJOTRE RWAHMAN,very classic,5,2025-09-16 12:40:29,
7254f94a-f555-41f4-a62a-b6eac68933ac,Sandhya Sandhya,nice,5,2025-09-16 12:40:17,
e2ab9048-9fcc-44e5-b824-9dcb7969cfb2,Pankaj Mishra,pankaja,5,2025-09-16 12:39:54,
89456788-e946-404b-91d6-50a901904635,Obert Jim,Good performance,5,2025-09-16 12:39:26,
86f569b5-d078-484a-b26f-fe481dcb952f,Umar Khan,our Whatsapp is being banned for no reason. solve this issue.,1,2025-09-16 12:39:24,
39469e43-9dd0-4a0e-ac21-b63b607d2940,Shoeb Ali,WhatsApp update ke baad bahut bekar chal rha h daily mera account ban ho ja rha h pta nahi kyu esa mere sath hi nahi Kai bhaiyo ke sath bhi ho rha h whatsapp par likha aa rha h ki you are not longer to use whatsapp WhatsApp team please solve this problem,1,2025-09-16 12:38:57,
a39d2a23-27ea-4878-80dd-cb7b18796d11,Jay Deep,my watsapp account bean problem solved All system problem,1,2025-09-16 12:38:54,
92fdd082-74fe-4aa6-a46c-cc0854ee9b14,Bindu Kumari,good,5,2025-09-16 12:38:51,
1dcfb1e8-fdef-4678-94f0-a1a9ea95f21f,Mohammad Hafiy,Good job,5,2025-09-16 12:38:48,
8d93d2a8-6fc8-4833-a4a0-44217bf3a172,Mum taj Alarm,MUMTA,4,2025-09-16 12:38:32,
5cd19c2e-6941-4c3b-90c4-90855ec1cf9d,Amos Maonja,This app is very good for me and other people's because now it's easy to connect to each other..,5,2025-09-16 12:38:31,
773be5f8-bdee-4668-b62d-205bde7a3637,Joseph Fitri,WhatsApp app is alsome,5,2025-09-16 12:38:06,
df163c26-02fd-415f-ab55-6fe1d3455402,Shahporan Coc,Good app,5,2025-09-16 12:37:59,
af0a3a46-c8d5-4456-bdfc-9f20d0c643f2,Hafij Mohammad,"se,,,",1,2025-09-16 12:37:50,
1eb278c8-3f87-4a55-ba8b-aae07b9a5adf,Honan saeed Honan saeed,shakeeb saeed 5522,5,2025-09-16 12:37:28,
858c64de-92a4-406d-8f61-65ef78ec77b8,Rescue Computer,I dislike this app they have been blocking for no reasons,1,2025-09-16 12:36:37,
95ba4596-477f-40ff-98a0-397ee8d903e8,Laxmi Sodi,laxmisadi,5,2025-09-16 12:36:23,
cf108030-b210-4f8e-a5ff-92fd59b35d64,Rohit Malik,can you please add theme changing options to your app : ) I'll rate 5 stars if you respond to this,1,2025-09-16 12:35:26,
bafe5dc4-085e-45b0-88c8-a767ff2d6caf,Uju Uju,The meta ai is not working,4,2025-09-16 12:35:01,
0b3c2dd7-f41d-46f2-9bee-5ea4bca40b18,savita sharma,Brnrbbe,4,2025-09-16 12:34:54,
551f5f8b-d3f3-4d94-bd41-71023fc8c8a5,Elestina Banda,Good,5,2025-09-16 12:34:48,
b56dcd06-2a73-4142-8cf7-9abace5acf16,Dhanya Avuss,I like I like I,5,2025-09-16 12:34:45,
e893f363-c8c6-44b4-9010-878295a13381,Tumuhereze Lidia,Gd app,5,2025-09-16 12:34:32,
68ad9b1a-8ad3-4c39-9de2-0d2767a9c1d7,Mubarak Pasha,mubarakpasha,5,2025-09-16 12:34:15,
72bc8a36-d829-4ead-a74a-6ad7f6561df9,"MD, Golam Azam",better,5,2025-09-16 12:34:04,
29ba7753-f017-41d0-bced-4ad904c415e0,Md Niyaz Ahmad,Hi babie you lovely,5,2025-09-16 12:33:24,
d3069e9d-e39c-43ba-b962-4f70f498e10d,Anitha Ani,😂😄😥👌👌,5,2025-09-16 12:33:04,
49ce30af-034c-4946-b7f5-23210b791599,dipesh kumar,it is best app for chat and save money and save chat,5,2025-09-16 12:33:03,
31973043-d30d-4aca-abc3-d63796d495c7,Seema Verma,Bad,3,2025-09-16 12:31:12,
45b6e0ab-aee0-4033-9e55-fdc3188425d4,Alysha Qaisarra,idk i just like it.,5,2025-09-16 12:31:06,
d3a8bfdb-b87f-4b18-b9d1-dda4f09823b9,Enny Hacol,iradikunda belyse,4,2025-09-16 12:30:43,
d0516b8b-5aaf-44a6-be90-636ec8d431ce,El Khawaja,doesn't work well on smar watches,1,2025-09-16 12:30:36,
09c4ec76-1e91-463f-b24a-02881502f99e,Victor Johnson,very reliable and it deliver message fast,5,2025-09-16 12:30:31,
0fec8750-378f-4e31-9aa2-4e707e9498e0,Panka Singh,very good app,5,2025-09-16 12:30:15,
579e2780-6a2f-4ed5-b4f7-582ed31d8097,Nazeer Lashari,nice 🥀,4,2025-09-16 12:29:41,
160450a4-f1ee-4aed-bd49-5f0b0af75b4b,Adnan Baloch,AdndnBaloch,5,2025-09-16 12:29:40,
9c9ee9d2-ed09-4f7a-928f-e7c4a0eb4871,utsav Sameja,very bad experience because this is not working properly my phone send me notification like that this app can't work properly it has a bug 🤬🤬🤬😡😡😡,1,2025-09-16 12:29:00,
1d028cdc-5cce-4a0e-8c98-829e07c5bbc3,SANTHI GOVIND,good,5,2025-09-16 12:28:50,
0ac7c413-712a-4d7d-be76-cb7bdd1d7e27,Rajib Ahmed Siam,Best,5,2025-09-16 12:28:37,
ae1d0ac8-b8ae-4100-a3cd-f6f2d1c08327,Natusasira Godric,voicemail am not hearing them,1,2025-09-16 12:26:29,
d508692d-f28a-4ca2-ad6f-07d538d92ff0,Shamim Basit,good,5,2025-09-16 12:26:28,
8891fa0a-6c5f-4a04-bf1c-1a2f5d16b11a,Njavwa Mwasembe,My account was banned and can no longer use WhatsApp after getting the new update.,2,2025-09-16 12:26:07,
ea005abf-0154-43c4-bafb-d436750c26d6,Anushka Sarkar,loveeeeeeeeeeeeeeee Ittttttttttttttttt tttttttt😩🐻,5,2025-09-16 12:25:57,
bdff5bb9-407f-429f-a3e6-cbe803e2fc2c,Akabbar Ali,good,5,2025-09-16 12:25:44,
aa25696f-1041-45bc-8149-bf0ce53ac70f,Sudha Rani,not send a message,5,2025-09-16 12:25:27,
e147cb2c-e310-4fa3-8054-8a537fbafe3f,Cheikhngone Fall,merci beaucoup,5,2025-09-16 12:25:12,
217696a1-59a0-45fc-8c0f-0a2b2adff741,If Ve,valo,5,2025-09-16 12:25:07,
205205d5-d0d4-41b9-b093-10d756e8ba3a,Yogi Waran,"app is good everything ok , the quality of picture sharing is very poor , profile picture quality is poor",3,2025-09-16 12:25:05,
68a6ef04-b02f-4332-9a00-a56f7b9a4caf,Sahina Akter,l know typing in on,5,2025-09-16 12:24:57,
fa1d5e53-b093-43bd-9a42-6c88c56d166f,Hooshang Ansari,"The very very best & nice application, thank you for every all.",5,2025-09-16 12:24:22,
fc257910-f13b-463d-8874-22930a16dc85,Karan Lohar,open ni ho Raha,1,2025-09-16 12:24:14,
97340367-076d-4c00-b0f6-d21dc2dc3a69,Md Minshaz,good,3,2025-09-16 12:24:00,
aea194b8-02fa-4d48-8119-1efc5d6386b0,Tony Swanepoel,good to use,5,2025-09-16 12:23:55,
48891bda-287b-4b7f-912a-9bce91ddce4c,Saleem Zaidi,Ok,5,2025-09-16 12:23:11,
9dcf2621-8922-4a17-93b8-63c7c9741afd,Upendo Mussa,Its good but it usually wants me to update it,5,2025-09-16 12:22:59,
cd9c57c5-f6ec-4a0d-9781-fdb779e3e778,arash labbafi,Good,5,2025-09-16 12:22:24,
35dfe216-216f-47d3-b705-26d0446f2771,Khan G,pakistan,5,2025-09-16 12:21:55,
c6926f5d-af9a-49f4-a587-ce2b2ac839aa,Rishu Kumar,my whatsapp account is permanently ban please unban my account,2,2025-09-16 12:21:10,
a4e129bc-37b7-4b95-b4d7-20426d0a57c4,Shubham Shubham,good morning,5,2025-09-16 12:20:55,
b3cb8bb0-7a9b-4d0c-9025-5b7de0f6c934,Sohil Akhtar,"WhatsApp is one of the most popular messaging apps in the world, but our experience has not been very good. The main problem we faced is that we are not able to add people from other countries to WhatsApp groups. In addition, we also cannot join newly created groups, which makes the app very restrictive and inconvenient for us. Because of these limitations, WhatsApp does not meet our communication needs. A messaging platform should allow easy group",1,2025-09-16 12:20:48,
8799e443-e630-45c4-b7f5-e2c8f062ae74,Leonard Tanasale,Easy-to-use,5,2025-09-16 12:20:00,
e8c2493e-e005-4336-ad74-d900e16de476,Fortunate Masiiwa,"Good app for day to day chatting, only some bugs when is comes to using voice notes. And issues with picture quality when aploading pictures in status",3,2025-09-16 12:19:57,
acb94edd-f708-4f14-ad35-03a9dcd97915,Vasudev Muddaliar,Ku,5,2025-09-16 12:19:47,
5fd5bde5-c80a-4999-a561-07738635d07c,Yeamin Hossen Shanto (Terror),amazing,5,2025-09-16 12:19:29,
4877c752-5c88-4d03-ad39-3fe37f8d3872,Hameed k Panni kuziyil,good,5,2025-09-16 12:19:14,
ef283dbb-efad-4956-8d9e-2df205c1f9de,Lukeman Billion,whatsapp is good for me now,5,2025-09-16 12:18:38,
4428c4c1-def8-422a-9919-d299a1da3cae,ajim boe,can't open WhatsApp after update,1,2025-09-16 12:18:31,
6933674d-7bfa-431e-b3b0-7c1cc3296662,kiwana collins,💯,3,2025-09-16 12:17:54,
de620715-2fd2-4d6f-b4c8-5cb518783d64,Kalu Rahul,very helpful best app 🥰,5,2025-09-16 12:17:49,
98d6c301-32a1-4c9f-aeae-1866d076aeec,Sunil Sahni,good longar chance,5,2025-09-16 12:15:06,
d9656b07-f10a-474d-92fa-7e9274014878,Deepak Nishad,aawewaswx as an daatt Dr re s wewwwea Dr deseawsc DC,1,2025-09-16 12:15:05,
715e32c7-a42b-46a4-bc22-c9fd31552174,Pankaj pasi,pankaj paswan,5,2025-09-16 12:14:52,
43033cda-a6a0-4d75-8cf8-01b190da4e10,Sadam Hussain,Solve my whatsapp Because it didn't Run resolve it Right now,5,2025-09-16 12:14:49,
2f9b7576-1965-4a15-b810-c5d8c9feb379,Yudhi Wijaya,😘😍,5,2025-09-16 12:14:45,
56c97785-bea3-43d7-b4ba-d2fb588b3e5e,Malik Amjid,mallikamjid,4,2025-09-16 12:14:04,
7f01d8c9-7867-4ade-a03f-79668c6a55ea,Yusuf Idowu,W Thanks you,5,2025-09-16 12:13:06,
40e7be4f-d750-47a6-8792-d7e7177ae4bd,Vijay Řômëó,"After holding the symbol of heart in WhatsApp status, 5 emojis should be set",4,2025-09-16 12:12:13,
e18b4865-95d5-44be-ad29-0a765c6ea831,Anne Blaise,"I got a text from my sister to join in to meet with her, but I couldn't because I don't have a Facebook account anymore and I would like to know where a person like me that doesn't have faith to trust sites to be secure with their personal information and phone calls and communication messages. How can I get connected to a messenger account without going on Facebook messenger account, to talk with my family and friends???",3,2025-09-16 12:11:54,
3b6f57d7-a563-4fe2-8906-983ff6dabdde,Shivam Rajput,😐😐,3,2025-09-16 12:11:39,
8aceb7d4-577d-4080-b2e5-559fe5faf19c,Abdulsalam Alim,it gives hard times,5,2025-09-16 12:11:35,
b17bede1-d148-43cd-927c-62ff837fef8f,Abuchi Ndubu,very good,5,2025-09-16 12:11:34,
36d03e4f-d764-4b3e-b83e-02967df6181d,Jamal Mia,nice,5,2025-09-16 12:11:30,
525d409d-efa5-4a05-8bdc-07cfc24122f0,K.B.KANNAN KASAMUTHU,Weekly once my what'sup scam protectted and 24hrs waiting and reconfigure what can I do pls fully delete my account I can used freshly,1,2025-09-16 12:11:26,
a9e026d9-b504-4651-b14e-5b861a7f9424,Khalid Aliyu,Is a five star app,5,2025-09-16 12:09:55,
59d90705-45fd-4760-b9be-57d76967b6c7,Shabbir Ch,excellent,5,2025-09-16 12:09:43,
2bbc1330-e3f8-45fa-9a73-cb8a1238aad7,jaylal Singh,nice,5,2025-09-16 12:09:28,
ca028d6d-c770-4ef9-b884-7fa79146add9,kasi viswanadha rao remella,very bad,1,2025-09-16 12:09:19,
ea74bd05-ec2d-4385-8b24-2cf05799cd92,Akash Kumar,😡😡😡😡😡😡😡,2,2025-09-16 12:09:14,
dcf50622-de77-49cd-94e1-b2f3470b4c16,Imrana Suleiman,Jamilu gabani,1,2025-09-16 12:08:39,
eb99c60c-f647-4323-9196-bd2c7c0ea60a,farwa fayyaz,our whatsapp is being banned for no reason. solve this issue.,1,2025-09-16 12:08:27,
62c41f9a-dc8a-4470-907a-f7d401789969,Shahrukh Robert's,good,5,2025-09-16 12:08:22,
41d6d32e-6518-4669-8e10-3dc928bda7b2,Tamlikha A A sadauki,all bad. you're banned my account why,5,2025-09-16 12:08:18,
4bf4741a-5495-4388-bc66-cfbfe8e4361c,Dew,very nice and l like to make sure you have any questions or concerns please visit the plug-in settings to determine how attachments are handled and l like to make sure,5,2025-09-16 12:07:06,
eb3919d4-88a7-461b-936e-01d6186cdc43,Sajjad Hussain,he is a very good and very great full app,5,2025-09-16 12:06:46,
c37f10aa-8b2a-4a51-a813-3dcb250a503d,John Sakala,Its awsome,5,2025-09-16 12:06:43,
fbce625d-4965-4f52-a541-fc0e0065bdd0,Faizan Raisi,better,5,2025-09-16 12:05:58,
080ce2cd-899e-4d1b-9447-9384912f4d68,Wendy L,"The add to stickers pack function needs an upgrade. I added a sticker to a pack I newly created, then I deleted the old download stickers pack. the added one became grey icon and cannot be used/deleted. WhatsApp need to work on that",1,2025-09-16 12:05:50,
00833e38-7f07-43db-9f56-423c85bec2b0,Milan Idiot,good app for world wide communication less data usage. easy to use all ... i love this app,5,2025-09-16 12:05:26,
07031444-f16d-4dc7-ac31-768eb63c5fb7,Erika Moroles,they deleted my account,1,2025-09-16 12:05:17,
7bc6c1ae-3316-4c79-8e92-9cdda74e518f,Muhammad Rashid,Sadaqat,5,2025-09-16 12:05:10,
d56e50dd-29ff-489a-9c62-57e2cd5874b6,Leah Makoena,everything is perfect,4,2025-09-16 12:04:02,
eb101fb8-9130-491a-9052-89a435f1347e,Evans Kanari,assistant please,2,2025-09-16 12:01:45,
087028f8-c0b9-4cd6-92f0-ae1e886452a7,Ashok Sonwal,good application,5,2025-09-16 12:01:44,
e71193b0-62f2-45d2-bbd5-ec62d104ea7c,Keya Bairagee,"It is very useful app, it always help me to communicate with others. I love this app so much.",5,2025-09-16 12:00:45,
ef1d7253-60c8-4905-b61b-20c87af5dc44,Harinam Singh,good,5,2025-09-16 12:00:33,
