reviewId,userName,content,score,at,replyContent,clean_review
f4078f28-6e73-4511-8cba-f029c76730cf,Abraham Samuel,"Excellent service. Please, keep up your good works.",5,2025-09-16 13:11:01,,excellent service please keep up your good works
42b8f81d-0a25-44ec-bf8b-3afd92802f5f,Jonti Bro,WhatsApp income account for earning my phone number 🙏 please send me All account,5,2025-09-16 13:10:15,,whatsapp income account for earning my phone number please send me all account
fc83e85b-eafc-4dba-903d-b402c127272f,Mdasif Hasain,valo,5,2025-09-16 13:10:00,,valo
9d710cd4-58c0-41fb-936c-a30962b5925f,Ahsan Gill,"Hey Team Whatsapp My Whatsapp number was banned last week and i tried to restore my account but failed. I am facing this problem ""This Account cannot use Whatsapp"" I assure you i have not violated any policy of Whatsapp and this is my personal number and i am facing very problems now a days. So please consider my request and restore my Whatsapp account as soon as possible",1,2025-09-16 13:08:11,,hey team whatsapp my whatsapp number was banned last week and i tried to restore my account but failed i am facing this problem this account cannot use whatsapp i assure you i have not violated any policy of whatsapp and this is my personal number and i am facing very problems now a days so please consider my request and restore my whatsapp account as soon as possible
579b2b58-0ad0-49ba-8967-39d82c04fd0b,Bicky Deepak,nice 👍,5,2025-09-16 13:07:30,,nice
98bfd6ea-4d2a-42a1-bf57-a3ab3d937449,SAHIL AV,"When listening to WhatsApp audio messages consecutively with the phone on my ear, a sudden disturbing sound occurs between messages. This makes it uncomfortable and difficult to use voice messages.",3,2025-09-16 13:07:18,,when listening to whatsapp audio messages consecutively with the phone on my ear a sudden disturbing sound occurs between messages this makes it uncomfortable and difficult to use voice messages
97ab33d9-61b8-4772-aa3a-64a4926454fd,Surinder Kumar,whatsaap nhi chl rha,1,2025-09-16 13:07:12,,whatsaap nhi chl rha
f5731499-5fbf-4000-9580-3794c39b1804,MUKESH KUMAR,Good 👍,2,2025-09-16 13:07:08,,good
553b68ef-7644-44b2-aa7a-449cb8758a93,Edwin Mugendi,rate your experience for how easy to use the app is edu edu,5,2025-09-16 13:05:43,,rate your experience for how easy to use the app is edu edu
045fd537-9b8e-4cf3-a64c-5e780bec268b,Oragu Nora Chisom,Am always warned to update it within 15 days,5,2025-09-16 13:05:10,,am always warned to update it within 15 days
0d370967-2f2f-4ce8-8d28-11772811283c,Mulji Bhai Khimsuriya,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,2025-09-16 13:04:55,,
4898ef97-6fba-4077-8d56-3308248f9d7c,Nummua Ously,WhatsApp is great,5,2025-09-16 13:04:19,,whatsapp is great
60f4c3a7-a7bf-4384-b428-9a16f1f1adca,Sam Odong,active man honest,5,2025-09-16 13:04:18,,active man honest
f6692f82-da79-459e-9f2c-cbfe7f2d677f,Shivangi Upadhyay,connecting problem this what's app,5,2025-09-16 13:03:44,,connecting problem this what s app
7e39f05d-1ba3-4071-a906-9f4060ad6db6,Ama,Great,3,2025-09-16 13:03:12,,great
9a3bd6db-fec5-4f0b-a285-1b052115ee7c,Dinakar kummara,not good,5,2025-09-16 13:02:23,,not good
9d5c009c-f10e-462f-a322-87798ebfc7ad,Tabbib Hussain,Not working in my device,1,2025-09-16 13:02:14,,not working in my device
799f7eed-4576-42f3-a286-3191d38883c6,Kafeel Boss,very beautiful app 😍,5,2025-09-16 13:01:26,,very beautiful app
ebc8ff40-9fa8-475d-9dac-e53dc107eddc,Silas Igoh,I can't download WhatsApp on phone,5,2025-09-16 13:00:38,,i can t download whatsapp on phone
e978d695-57c6-4205-a912-9ff3f9d65ce1,अरविंद धीमान श्याम प्रेमी यमुना नगर,nice शेयर कीजिए @अरविन धीमान श्याम प्रेमी यमुना नगर,5,2025-09-16 12:59:52,,nice
274cd240-a544-46aa-ad87-39eb9f67211c,Tanzeela786,are Whatsapp is being banded for no reason solve this issue,1,2025-09-16 12:59:16,,are whatsapp is being banded for no reason solve this issue
bb0c4ee4-fc69-4be8-8098-c6ad354045b0,Octavia Mathebula,Good,5,2025-09-16 12:59:09,,good
0cbeed24-300e-4662-9214-5d463630203d,otlar world,vat karu kya hua kya hai toh kya hua kya hai toh kya hua hai usko bola to be on the only thing we were just don't know what to do that has ever you can get some reason why you should have a lot about the same time to time to go out with you guys have been a while back and friends are pending further away with my friends are pending an amazing time to time and energy drink water bottle and a new phone is the only way I don't want them I love it when they get to see it now but it's also said she s,5,2025-09-16 12:58:53,,vat karu kya hua kya hai toh kya hua kya hai toh kya hua hai usko bola to be on the only thing we were just don t know what to do that has ever you can get some reason why you should have a lot about the same time to time to go out with you guys have been a while back and friends are pending further away with my friends are pending an amazing time to time and energy drink water bottle and a new phone is the only way i don t want them i love it when they get to see it now but it s also said she s
7f62d54f-4674-406a-8ce7-9cbf20e6ed75,Martha Goliati,transporter,5,2025-09-16 12:58:04,,transporter
539e3194-9ce3-4f4c-bc08-bdd0e7f865ac,Ishaq Khan,Editing 460,5,2025-09-16 12:58:00,,editing 460
5703dd82-4db3-49fd-a4fc-788ab9c50efb,Akhtar Ali Ali,very good,5,2025-09-16 12:57:45,,very good
645ebc2d-badf-4a6f-9f93-b69e07c30a16,Siddhant Tiwari,most working app in my day,3,2025-09-16 12:57:42,,most working app in my day
0d83a3ea-5cfc-4a81-9e39-9901d8f70865,Khushi Verma,"I am extremely disappointed with WhatsApp. The app has become highly unreliable and frustrating to use, especially when it comes to creating or managing groups. Every time I try to create a new group or add new members, especially foreign friends, the group gets banned without any valid reason. This is not only inconvenient but unfair",1,2025-09-16 12:57:36,,i am extremely disappointed with whatsapp the app has become highly unreliable and frustrating to use especially when it comes to creating or managing groups every time i try to create a new group or add new members especially foreign friends the group gets banned without any valid reason this is not only inconvenient but unfair
126c2eaf-5047-4c62-a571-d2dde203840d,DEEPIKA K 3 A,it is connecting me to my friends in everywhere,5,2025-09-16 12:57:29,,it is connecting me to my friends in everywhere
aaaaf986-3a17-4308-8bb2-5c26adb66f71,Milan Vinay,WhatsApp kB start hoga,1,2025-09-16 12:57:17,,whatsapp kb start hoga
d1cd5bfc-ca7f-486b-9bc4-4ffaed205e79,Sujata Bose,very good app,5,2025-09-16 12:56:34,,very good app
74e12b82-0400-4706-8475-fd97354b72ac,nazhirun mardhiy,just good. and use it for daily use.,5,2025-09-16 12:56:27,,just good and use it for daily use
6d6ee8c8-9052-4c88-93dc-720398b8c34c,Samweli Mwadege,"I like much to use WhatsApp because first it facilitate much in growth of my business through various communication that i done through WhatsApp is good app for ever I can see, and I like much to use this App for more time",1,2025-09-16 12:56:16,,i like much to use whatsapp because first it facilitate much in growth of my business through various communication that i done through whatsapp is good app for ever i can see and i like much to use this app for more time
28d3d022-199f-4c37-a1c5-235700a09ed0,Bunny Sara,Saralatha,5,2025-09-16 12:55:46,,saralatha
74251721-5660-45d9-9558-cab7670001e2,Kandan Mani,"it is useful to share my homework and chat with my friends,and share videos about my favourite group BTS 💜😊 and discuss with my bestie and make chats with my family members soo it is very useful and easy to use ,ability to use by any age group ,make group chats group calls ,And meta AI which makes my homeworks and assignment too easy and chat with me like a friend i doesn't have that much things to share but it takes more than 10 days for updating so take care of that thak u",5,2025-09-16 12:55:35,,it is useful to share my homework and chat with my friends and share videos about my favourite group bts and discuss with my bestie and make chats with my family members soo it is very useful and easy to use ability to use by any age group make group chats group calls and meta ai which makes my homeworks and assignment too easy and chat with me like a friend i doesn t have that much things to share but it takes more than 10 days for updating so take care of that thak u
23cfa983-d048-41ae-bcad-a2f02639d7a6,Thembisa Sotyebi,excellent,5,2025-09-16 12:54:30,,excellent
89385eac-365f-455b-9d06-26006d6e0953,Wangmo Sanu,we reach out to our dear one through this apps,5,2025-09-16 12:54:28,,we reach out to our dear one through this apps
614a08b2-fa69-4152-9b7c-3dbbf0132167,Kamala Wad,nice,3,2025-09-16 12:54:05,,nice
fc11b69d-d512-4d61-8177-aec3d65484ee,Satyakumar Pothala,my whatsapp looks like spam but I am using original phone number,1,2025-09-16 12:53:58,,my whatsapp looks like spam but i am using original phone number
a8f62d10-be6b-4753-b57b-1da8858c496a,廾imάᥒshϋ,"Your update is very bad because I added my friend in a group and the group got banned without any reason! I don't know whether it's a glitch or not, but my experience with WhatsApp is very bad. I will never try this again. I'm very upset because my foreign friend always wants to chat with me, so I added my friends in the group.🤬🤬🤬",1,2025-09-16 12:53:21,,your update is very bad because i added my friend in a group and the group got banned without any reason i don t know whether it s a glitch or not but my experience with whatsapp is very bad i will never try this again i m very upset because my foreign friend always wants to chat with me so i added my friends in the group
c5f6b718-9169-4a61-942e-43ddf581f9e9,Ammar Yasir,lanat,1,2025-09-16 12:51:34,,lanat
afd28f93-4fc6-47c6-9172-d37a69cb2a6d,Khaista Khan,واٹساپ وڈانوٹ,4,2025-09-16 12:50:44,,
a7fc0eb8-c7a1-47f5-b74f-1053c58adfa2,Rashika Shirani,respect🙏♥️🥺,5,2025-09-16 12:49:45,,respect
ca6c24eb-daef-4d1b-86b1-7e1b2c3dbffa,Dineshanpv,chithra arun singer thamburaatti kutti kutti help WatsApp looding aakunnilla looding aakunnilla my manage akkaundu my thamburaatti kutti chithra arun singer please help WatsApp loodaavunnilla please help googil,5,2025-09-16 12:47:49,,chithra arun singer thamburaatti kutti kutti help watsapp looding aakunnilla looding aakunnilla my manage akkaundu my thamburaatti kutti chithra arun singer please help watsapp loodaavunnilla please help googil
56182554-dee6-4594-8389-6478753db88e,Roland Permal,rapid service and flexible,5,2025-09-16 12:47:16,,rapid service and flexible
b9329087-8e32-4c79-9193-381b8bcee3d3,Paschal KumAwah,Excellent,5,2025-09-16 12:46:56,,excellent
438e08d7-da1d-4e8f-86fa-f3150e30d641,Hajipri Jat,my WhatsApp not login problem,1,2025-09-16 12:46:33,,my whatsapp not login problem
c87e0316-5a6f-4cde-b22a-14c70df07b68,Yusuf Shaikh,Giod,5,2025-09-16 12:46:30,,giod
aa5c922f-f9ba-485a-ac1d-0c021e8fe6b5,Afghan King,"We update the app regularly to fix bugs, optimize performance and improve the experience. Thanks for using WhatsApp! Ok new 🆕",5,2025-09-16 12:46:16,,we update the app regularly to fix bugs optimize performance and improve the experience thanks for using whatsapp ok new
34b7308b-48c1-4a00-9dd5-de6c3af66efa,Baba G,amazing,5,2025-09-16 12:45:53,,amazing
bf3ef315-268f-4feb-9106-e959dd0e30a3,Jhamlal Panadiya,💗,5,2025-09-16 12:45:34,,
7f03a67f-742f-4b6a-b33a-f18455b9875c,N-J Okoro,"I use 2 account on my WhatsApp. I switched to the other account to reply a message yesterday and since then I wasn't able to switch back to my main account as there was no option to prompt me to switch. after I had exhausted all my options, I tried logging in again to my main account only to discover that all my chats and media are missing. I've been trying to contact your support service, I have even sent an email and I still even haven't gotten so much as an acknowledgement of receipt....",1,2025-09-16 12:45:32,,i use 2 account on my whatsapp i switched to the other account to reply a message yesterday and since then i wasn t able to switch back to my main account as there was no option to prompt me to switch after i had exhausted all my options i tried logging in again to my main account only to discover that all my chats and media are missing i ve been trying to contact your support service i have even sent an email and i still even haven t gotten so much as an acknowledgement of receipt
bc591920-4869-41ad-aae9-5fb9b3489a7d,DestructiveDuo,"WhatsApp is one of the most popular messaging apps in the world, but our experience has not been very good. The main problem we faced is that we are not able to add people from other countries to WhatsApp groups. In addition, we also cannot join newly created groups, which makes the app very restrictive and inconvenient for us. Because of these limitations, WhatsApp does not meet our communication needs. A messaging platform should allow easy group creation and international connections. dissap",1,2025-09-16 12:45:29,,whatsapp is one of the most popular messaging apps in the world but our experience has not been very good the main problem we faced is that we are not able to add people from other countries to whatsapp groups in addition we also cannot join newly created groups which makes the app very restrictive and inconvenient for us because of these limitations whatsapp does not meet our communication needs a messaging platform should allow easy group creation and international connections dissap
158461ee-7354-493c-a4bf-6c3f95114772,Thabiso Mbatha,i can not rate it for more than 3 stars due to Whatsapp Support Team keeps on Banning my accounts for no reason when i am trying to appeal they will close it permanently it is my 4 number is had used to whatsapp now since july till now it september as they had closed it permanently yesterday without any issue and what confuses me is that i did not even use the account yesterday but yet they closed it permanently and i tried to appeal still nothing happening what they just did is that they ban it,2,2025-09-16 12:44:33,,i can not rate it for more than 3 stars due to whatsapp support team keeps on banning my accounts for no reason when i am trying to appeal they will close it permanently it is my 4 number is had used to whatsapp now since july till now it september as they had closed it permanently yesterday without any issue and what confuses me is that i did not even use the account yesterday but yet they closed it permanently and i tried to appeal still nothing happening what they just did is that they ban it
f3823931-0759-402d-907b-9c074ffba88f,Anik Biswas,"WhatsApp is one of the most popular messaging apps in the world, but our experience has not been very good. The main problem we faced is that we are not able to add people from other countries to WhatsApp groups. In addition, we also cannot join newly created groups, which makes the app very restrictive and inconvenient for us. A messaging platform should allow easy group creation and international connections, but Whatsapp has disappointed us in these areas.",2,2025-09-16 12:44:13,,whatsapp is one of the most popular messaging apps in the world but our experience has not been very good the main problem we faced is that we are not able to add people from other countries to whatsapp groups in addition we also cannot join newly created groups which makes the app very restrictive and inconvenient for us a messaging platform should allow easy group creation and international connections but whatsapp has disappointed us in these areas
417f9d52-02a3-45f2-9ba7-67d91f9c7ad1,lolita porja,lolitaporja,5,2025-09-16 12:44:01,,lolitaporja
89bb14d1-42f4-4c57-aa86-7710778f20f3,Care Hospital manjoorgarhi,very Nice,5,2025-09-16 12:43:42,,very nice
0b0e0939-3868-481d-903b-01edec11e4bb,Charn Deep,I'm happ. my name is happy.,5,2025-09-16 12:42:15,,i m happ my name is happy
3705ac27-3811-4074-be21-d14202e6e96e,Sarala Saralababu,my WhatsApp is banded why,5,2025-09-16 12:41:58,,my whatsapp is banded why
2a3c299e-e2b1-44dc-b815-92565c574e10,Vinod Mishra,whatsapp account mera ban kr diya gya h plz my account start,1,2025-09-16 12:41:45,,whatsapp account mera ban kr diya gya h plz my account start
15ee7a09-1ebe-471d-90af-3dd24853deb6,Dina Adel,Bad experience with awful app,1,2025-09-16 12:41:15,,bad experience with awful app
38aebbd1-9f5b-4f16-8f4f-b8fb8b870846,Jaapaboy Jaapa123 (jaapa123),Jiwa rock,5,2025-09-16 12:40:51,,jiwa rock
b3115f25-2e36-4855-8448-b85bc2b1fedf,Nurul Hakim,Nice,5,2025-09-16 12:40:50,,nice
24c39030-c052-4194-a98a-8cfe38fc138c,EJOTRE RWAHMAN,very classic,5,2025-09-16 12:40:29,,very classic
e2ab9048-9fcc-44e5-b824-9dcb7969cfb2,Pankaj Mishra,pankaja,5,2025-09-16 12:39:54,,pankaja
89456788-e946-404b-91d6-50a901904635,Obert Jim,Good performance,5,2025-09-16 12:39:26,,good performance
86f569b5-d078-484a-b26f-fe481dcb952f,Umar Khan,our Whatsapp is being banned for no reason. solve this issue.,1,2025-09-16 12:39:24,,our whatsapp is being banned for no reason solve this issue
39469e43-9dd0-4a0e-ac21-b63b607d2940,Shoeb Ali,WhatsApp update ke baad bahut bekar chal rha h daily mera account ban ho ja rha h pta nahi kyu esa mere sath hi nahi Kai bhaiyo ke sath bhi ho rha h whatsapp par likha aa rha h ki you are not longer to use whatsapp WhatsApp team please solve this problem,1,2025-09-16 12:38:57,,whatsapp update ke baad bahut bekar chal rha h daily mera account ban ho ja rha h pta nahi kyu esa mere sath hi nahi kai bhaiyo ke sath bhi ho rha h whatsapp par likha aa rha h ki you are not longer to use whatsapp whatsapp team please solve this problem
a39d2a23-27ea-4878-80dd-cb7b18796d11,Jay Deep,my watsapp account bean problem solved All system problem,1,2025-09-16 12:38:54,,my watsapp account bean problem solved all system problem
1dcfb1e8-fdef-4678-94f0-a1a9ea95f21f,Mohammad Hafiy,Good job,5,2025-09-16 12:38:48,,good job
8d93d2a8-6fc8-4833-a4a0-44217bf3a172,Mum taj Alarm,MUMTA,4,2025-09-16 12:38:32,,mumta
5cd19c2e-6941-4c3b-90c4-90855ec1cf9d,Amos Maonja,This app is very good for me and other people's because now it's easy to connect to each other..,5,2025-09-16 12:38:31,,this app is very good for me and other people s because now it s easy to connect to each other
773be5f8-bdee-4668-b62d-205bde7a3637,Joseph Fitri,WhatsApp app is alsome,5,2025-09-16 12:38:06,,whatsapp app is alsome
df163c26-02fd-415f-ab55-6fe1d3455402,Shahporan Coc,Good app,5,2025-09-16 12:37:59,,good app
af0a3a46-c8d5-4456-bdfc-9f20d0c643f2,Hafij Mohammad,"se,,,",1,2025-09-16 12:37:50,,se
1eb278c8-3f87-4a55-ba8b-aae07b9a5adf,Honan saeed Honan saeed,shakeeb saeed 5522,5,2025-09-16 12:37:28,,shakeeb saeed 5522
858c64de-92a4-406d-8f61-65ef78ec77b8,Rescue Computer,I dislike this app they have been blocking for no reasons,1,2025-09-16 12:36:37,,i dislike this app they have been blocking for no reasons
95ba4596-477f-40ff-98a0-397ee8d903e8,Laxmi Sodi,laxmisadi,5,2025-09-16 12:36:23,,laxmisadi
cf108030-b210-4f8e-a5ff-92fd59b35d64,Rohit Malik,can you please add theme changing options to your app : ) I'll rate 5 stars if you respond to this,1,2025-09-16 12:35:26,,can you please add theme changing options to your app i ll rate 5 stars if you respond to this
bafe5dc4-085e-45b0-88c8-a767ff2d6caf,Uju Uju,The meta ai is not working,4,2025-09-16 12:35:01,,the meta ai is not working
0b3c2dd7-f41d-46f2-9bee-5ea4bca40b18,savita sharma,Brnrbbe,4,2025-09-16 12:34:54,,brnrbbe
b56dcd06-2a73-4142-8cf7-9abace5acf16,Dhanya Avuss,I like I like I,5,2025-09-16 12:34:45,,i like i like i
e893f363-c8c6-44b4-9010-878295a13381,Tumuhereze Lidia,Gd app,5,2025-09-16 12:34:32,,gd app
68ad9b1a-8ad3-4c39-9de2-0d2767a9c1d7,Mubarak Pasha,mubarakpasha,5,2025-09-16 12:34:15,,mubarakpasha
72bc8a36-d829-4ead-a74a-6ad7f6561df9,"MD, Golam Azam",better,5,2025-09-16 12:34:04,,better
29ba7753-f017-41d0-bced-4ad904c415e0,Md Niyaz Ahmad,Hi babie you lovely,5,2025-09-16 12:33:24,,hi babie you lovely
d3069e9d-e39c-43ba-b962-4f70f498e10d,Anitha Ani,😂😄😥👌👌,5,2025-09-16 12:33:04,,
49ce30af-034c-4946-b7f5-23210b791599,dipesh kumar,it is best app for chat and save money and save chat,5,2025-09-16 12:33:03,,it is best app for chat and save money and save chat
31973043-d30d-4aca-abc3-d63796d495c7,Seema Verma,Bad,3,2025-09-16 12:31:12,,bad
45b6e0ab-aee0-4033-9e55-fdc3188425d4,Alysha Qaisarra,idk i just like it.,5,2025-09-16 12:31:06,,idk i just like it
d3a8bfdb-b87f-4b18-b9d1-dda4f09823b9,Enny Hacol,iradikunda belyse,4,2025-09-16 12:30:43,,iradikunda belyse
d0516b8b-5aaf-44a6-be90-636ec8d431ce,El Khawaja,doesn't work well on smar watches,1,2025-09-16 12:30:36,,doesn t work well on smar watches
09c4ec76-1e91-463f-b24a-02881502f99e,Victor Johnson,very reliable and it deliver message fast,5,2025-09-16 12:30:31,,very reliable and it deliver message fast
579e2780-6a2f-4ed5-b4f7-582ed31d8097,Nazeer Lashari,nice 🥀,4,2025-09-16 12:29:41,,nice
160450a4-f1ee-4aed-bd49-5f0b0af75b4b,Adnan Baloch,AdndnBaloch,5,2025-09-16 12:29:40,,adndnbaloch
9c9ee9d2-ed09-4f7a-928f-e7c4a0eb4871,utsav Sameja,very bad experience because this is not working properly my phone send me notification like that this app can't work properly it has a bug 🤬🤬🤬😡😡😡,1,2025-09-16 12:29:00,,very bad experience because this is not working properly my phone send me notification like that this app can t work properly it has a bug
0ac7c413-712a-4d7d-be76-cb7bdd1d7e27,Rajib Ahmed Siam,Best,5,2025-09-16 12:28:37,,best
ae1d0ac8-b8ae-4100-a3cd-f6f2d1c08327,Natusasira Godric,voicemail am not hearing them,1,2025-09-16 12:26:29,,voicemail am not hearing them
8891fa0a-6c5f-4a04-bf1c-1a2f5d16b11a,Njavwa Mwasembe,My account was banned and can no longer use WhatsApp after getting the new update.,2,2025-09-16 12:26:07,,my account was banned and can no longer use whatsapp after getting the new update
ea005abf-0154-43c4-bafb-d436750c26d6,Anushka Sarkar,loveeeeeeeeeeeeeeee Ittttttttttttttttt tttttttt😩🐻,5,2025-09-16 12:25:57,,loveeeeeeeeeeeeeeee ittttttttttttttttt tttttttt
aa25696f-1041-45bc-8149-bf0ce53ac70f,Sudha Rani,not send a message,5,2025-09-16 12:25:27,,not send a message
e147cb2c-e310-4fa3-8054-8a537fbafe3f,Cheikhngone Fall,merci beaucoup,5,2025-09-16 12:25:12,,merci beaucoup
205205d5-d0d4-41b9-b093-10d756e8ba3a,Yogi Waran,"app is good everything ok , the quality of picture sharing is very poor , profile picture quality is poor",3,2025-09-16 12:25:05,,app is good everything ok the quality of picture sharing is very poor profile picture quality is poor
68a6ef04-b02f-4332-9a00-a56f7b9a4caf,Sahina Akter,l know typing in on,5,2025-09-16 12:24:57,,l know typing in on
fa1d5e53-b093-43bd-9a42-6c88c56d166f,Hooshang Ansari,"The very very best & nice application, thank you for every all.",5,2025-09-16 12:24:22,,the very very best nice application thank you for every all
fc257910-f13b-463d-8874-22930a16dc85,Karan Lohar,open ni ho Raha,1,2025-09-16 12:24:14,,open ni ho raha
aea194b8-02fa-4d48-8119-1efc5d6386b0,Tony Swanepoel,good to use,5,2025-09-16 12:23:55,,good to use
48891bda-287b-4b7f-912a-9bce91ddce4c,Saleem Zaidi,Ok,5,2025-09-16 12:23:11,,ok
9dcf2621-8922-4a17-93b8-63c7c9741afd,Upendo Mussa,Its good but it usually wants me to update it,5,2025-09-16 12:22:59,,its good but it usually wants me to update it
35dfe216-216f-47d3-b705-26d0446f2771,Khan G,pakistan,5,2025-09-16 12:21:55,,pakistan
c6926f5d-af9a-49f4-a587-ce2b2ac839aa,Rishu Kumar,my whatsapp account is permanently ban please unban my account,2,2025-09-16 12:21:10,,my whatsapp account is permanently ban please unban my account
a4e129bc-37b7-4b95-b4d7-20426d0a57c4,Shubham Shubham,good morning,5,2025-09-16 12:20:55,,good morning
b3cb8bb0-7a9b-4d0c-9025-5b7de0f6c934,Sohil Akhtar,"WhatsApp is one of the most popular messaging apps in the world, but our experience has not been very good. The main problem we faced is that we are not able to add people from other countries to WhatsApp groups. In addition, we also cannot join newly created groups, which makes the app very restrictive and inconvenient for us. Because of these limitations, WhatsApp does not meet our communication needs. A messaging platform should allow easy group",1,2025-09-16 12:20:48,,whatsapp is one of the most popular messaging apps in the world but our experience has not been very good the main problem we faced is that we are not able to add people from other countries to whatsapp groups in addition we also cannot join newly created groups which makes the app very restrictive and inconvenient for us because of these limitations whatsapp does not meet our communication needs a messaging platform should allow easy group
8799e443-e630-45c4-b7f5-e2c8f062ae74,Leonard Tanasale,Easy-to-use,5,2025-09-16 12:20:00,,easy to use
e8c2493e-e005-4336-ad74-d900e16de476,Fortunate Masiiwa,"Good app for day to day chatting, only some bugs when is comes to using voice notes. And issues with picture quality when aploading pictures in status",3,2025-09-16 12:19:57,,good app for day to day chatting only some bugs when is comes to using voice notes and issues with picture quality when aploading pictures in status
acb94edd-f708-4f14-ad35-03a9dcd97915,Vasudev Muddaliar,Ku,5,2025-09-16 12:19:47,,ku
ef283dbb-efad-4956-8d9e-2df205c1f9de,Lukeman Billion,whatsapp is good for me now,5,2025-09-16 12:18:38,,whatsapp is good for me now
4428c4c1-def8-422a-9919-d299a1da3cae,ajim boe,can't open WhatsApp after update,1,2025-09-16 12:18:31,,can t open whatsapp after update
6933674d-7bfa-431e-b3b0-7c1cc3296662,kiwana collins,💯,3,2025-09-16 12:17:54,,
de620715-2fd2-4d6f-b4c8-5cb518783d64,Kalu Rahul,very helpful best app 🥰,5,2025-09-16 12:17:49,,very helpful best app
98d6c301-32a1-4c9f-aeae-1866d076aeec,Sunil Sahni,good longar chance,5,2025-09-16 12:15:06,,good longar chance
d9656b07-f10a-474d-92fa-7e9274014878,Deepak Nishad,aawewaswx as an daatt Dr re s wewwwea Dr deseawsc DC,1,2025-09-16 12:15:05,,aawewaswx as an daatt dr re s wewwwea dr deseawsc dc
715e32c7-a42b-46a4-bc22-c9fd31552174,Pankaj pasi,pankaj paswan,5,2025-09-16 12:14:52,,pankaj paswan
43033cda-a6a0-4d75-8cf8-01b190da4e10,Sadam Hussain,Solve my whatsapp Because it didn't Run resolve it Right now,5,2025-09-16 12:14:49,,solve my whatsapp because it didn t run resolve it right now
2f9b7576-1965-4a15-b810-c5d8c9feb379,Yudhi Wijaya,😘😍,5,2025-09-16 12:14:45,,
56c97785-bea3-43d7-b4ba-d2fb588b3e5e,Malik Amjid,mallikamjid,4,2025-09-16 12:14:04,,mallikamjid
7f01d8c9-7867-4ade-a03f-79668c6a55ea,Yusuf Idowu,W Thanks you,5,2025-09-16 12:13:06,,w thanks you
40e7be4f-d750-47a6-8792-d7e7177ae4bd,Vijay Řômëó,"After holding the symbol of heart in WhatsApp status, 5 emojis should be set",4,2025-09-16 12:12:13,,after holding the symbol of heart in whatsapp status 5 emojis should be set
