id,userName,review,rating,date,link,clean_review,source
13156500953,Italylinda,"This restaurant was absolutely delicious. The atmosphere,the waiter and waitress and the owner Everyone was very attentive. The food was delicious. We had a fabulous time with highly recommend.",5,2025-09-19 04:28:20-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,this restaurant was absolutely delicious the atmosphere the waiter and waitress and the owner everyone was very attentive the food was delicious we had a fabulous time with highly recommend,Apple App Store
13156391235,pchundru,Search of names is super slow,1,2025-09-19 03:54:21-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,search of names is super slow,Apple App Store
13156373217,Tabbycakes88,"It’s something to get use to , but it’s simpler",5,2025-09-19 03:48:30-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,its something to get use to but its simpler,Apple App Store
13156168426,Bkbcbolivar,Cuando pretenden poner esa opción de multifuncion al igual que Android???,1,2025-09-19 02:37:02-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,cuando pretenden poner esa opcin de multifuncion al igual que android,Apple App Store
13156072418,heheta ishs,Can’t wait to use this app so excited,5,2025-09-19 02:00:29-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,cant wait to use this app so excited,Apple App Store
13155848339,Kasim Fahad,My issue is that when I received voice messages it can’t play smoothly it will be cracking pose and play,2,2025-09-19 00:29:11-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,my issue is that when i received voice messages it cant play smoothly it will be cracking pose and play,Apple App Store
13155753224,Private-Writer,This app has changed my life. I met a lady on an Asian dating site. Shortly after that we discovered this WhatsApp platform to use for communication. It works perfectly. It automatically translates the language difference we have enabling us to talk and get to know each other. This is wonderful and gave me a “love of my life” now and forever has changed my life! Thank you WhatsApp! You have given me hope!,5,2025-09-18 23:49:15-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,this app has changed my life i met a lady on an asian dating site shortly after that we discovered this whatsapp platform to use for communication it works perfectly it automatically translates the language difference we have enabling us to talk and get to know each other this is wonderful and gave me a love of my life now and forever has changed my life thank you whatsapp you have given me hope,Apple App Store
13155698547,Badddaasshsb,Bad,1,2025-09-18 23:26:00-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,bad,Apple App Store
13155590177,Suzar (778,Why is my WhatsApp not updating,1,2025-09-18 22:39:15-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,why is my whatsapp not updating,Apple App Store
13155480924,Wiwis2,Ramírez,5,2025-09-18 21:52:12-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,ramrez,Apple App Store
13155460753,AY🤯,LR,2,2025-09-18 21:43:21-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,lr,Apple App Store
13155410749,GIRLOKBYE,Says this account can no longer use WhatsApp but it’s literally my first time getting it I’m just trying to call my mom and now I have to wait 24 hours,1,2025-09-18 21:21:44-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,says this account can no longer use whatsapp but its literally my first time getting it im just trying to call my mom and now i have to wait 24 hours,Apple App Store
13155373161,Oraly2,I need To unhide WhatsApp on my wallpaper,4,2025-09-18 21:05:34-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,i need to unhide whatsapp on my wallpaper,Apple App Store
13155281108,remove none,remove my phone from this app,1,2025-09-18 20:26:46-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,remove my phone from this app,Apple App Store
13154718332,Anonymously_____,They have a vendor who is operating illegally with a licensed contractor to break into phones. Beware not sure how many individuals are affected.,1,2025-09-18 16:49:35-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,they have a vendor who is operating illegally with a licensed contractor to break into phones beware not sure how many individuals are affected,Apple App Store
13154609367,Osazeesuccess,Please do something about the status low video quality,4,2025-09-18 16:07:54-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,please do something about the status low video quality,Apple App Store
13154529568,Kaur pinjaban,"Enjoy whtup calls ,very interesting app ,Good network working",5,2025-09-18 15:37:29-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,enjoy whtup calls very interesting app good network working,Apple App Store
13154511680,Upserstar,My account was suspended with no info as to why. I literally sent a single message to a friend saying hello and was suspended. I inquired via the customer support on the webpage and was told to contact support via the app…which I am suspended from? Ridiculous.,1,2025-09-18 15:30:41-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,my account was suspended with no info as to why i literally sent a single message to a friend saying hello and was suspended i inquired via the customer support on the webpage and was told to contact support via the appwhich i am suspended from ridiculous,Apple App Store
13154403160,Jarhboi,Pls sir help me with my WhatsApp I went to restore chat back pls help me out,5,2025-09-18 14:50:22-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,pls sir help me with my whatsapp i went to restore chat back pls help me out,Apple App Store
13154388888,aztiley25,"WhatsApp es es una aplicación sencilla de utilizar para cualquier edad. Se puede decir que su ventaja es que la usa todo el mundo.
Siempre me ha gustado que de forma gratuita me permite enviar mensajes, fotos y videos sin costo, usando  mi internet. 
También permite las llamadas de voz y video claras que funcionan bien.",5,2025-09-18 14:45:05-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,whatsapp es es una aplicacin sencilla de utilizar para cualquier edad se puede decir que su ventaja es que la usa todo el mundo siempre me ha gustado que de forma gratuita me permite enviar mensajes fotos y videos sin costo usando mi internet tambin permite las llamadas de voz y video claras que funcionan bien,Apple App Store
13154255311,Ali A. Othman,Great,5,2025-09-18 13:57:46-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,great,Apple App Store
13154226068,Lil Billy the 890000th,We got to talk to UK kids because of this thank you guys so much,5,2025-09-18 13:47:46-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,we got to talk to uk kids because of this thank you guys so much,Apple App Store
13154072295,Anifowose20pp,I updated my app and couldn’t use WhatsApp because immediately I launch it. It’ll crash,1,2025-09-18 12:55:40-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,i updated my app and couldnt use whatsapp because immediately i launch it itll crash,Apple App Store
13153985854,GottGhost,WhatsApp please do an upgrade so we can pin more than 3 chats to the top of the screen,1,2025-09-18 12:27:32-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,whatsapp please do an upgrade so we can pin more than 3 chats to the top of the screen,Apple App Store
13153965449,Tdhgk,"Gracias por todo, nos vamos a comunicar tanto como en otros",5,2025-09-18 12:21:02-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,gracias por todo nos vamos a comunicar tanto como en otros,Apple App Store
13153950297,Christiana ZHANG,"App updates and upgrades are mandatory. If you don’t update, you are not allowed to use the app and it cannot be opened at all. This is very unfriendly and does not give users the right to choose.",1,2025-09-18 12:16:14-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,app updates and upgrades are mandatory if you dont update you are not allowed to use the app and it cannot be opened at all this is very unfriendly and does not give users the right to choose,Apple App Store
13153855390,DevScuba84,App backup size is 300mb but why it keeps 10gb cache! It is ridiculous size for cache! Needs optimization!,1,2025-09-18 11:46:53-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,app backup size is 300mb but why it keeps 10gb cache it is ridiculous size for cache needs optimization,Apple App Store
13153791859,Claraaoki,"O WhatsApp é um dos apps mais usados do mundo, mas poderia evoluir. Seria ótimo voltar a versão azul do iPhone, trazer mais segurança e opções que realmente importam: como esconder o número de quem não compartilhamos, evitar mensagens indesejadas e permitir ver status sem que a pessoa saiba. A cor azul com preto daria uma identidade única e mais moderna. O WhatsApp merece ser atualizado para o que sempre foi: simples, prático e seguro.",2,2025-09-18 11:27:12-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,o whatsapp um dos apps mais usados do mundo mas poderia evoluir seria timo voltar a verso azul do iphone trazer mais segurana e opes que realmente importam como esconder o nmero de quem no compartilhamos evitar mensagens indesejadas e permitir ver status sem que a pessoa saiba a cor azul com preto daria uma identidade nica e mais moderna o whatsapp merece ser atualizado para o que sempre foi simples prtico e seguro,Apple App Store
13153773042,rmaximo23,I absolutely love it. Thanks for rolling this out. It completes my work flow.,5,2025-09-18 11:21:28-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,i absolutely love it thanks for rolling this out it completes my work flow,Apple App Store
13153754311,Micky yo-yo,Kiss for you,5,2025-09-18 11:15:46-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,kiss for you,Apple App Store
13153685400,tchmm km fynv,Amo a whatapp,5,2025-09-18 10:54:51-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,amo a whatapp,Apple App Store
13153444948,Kinerae,"Simple to understand and navigate, great call qualities . Few issues related to hackability",5,2025-09-18 09:45:04-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,simple to understand and navigate great call qualities few issues related to hackability,Apple App Store
13153422906,Doc243,"I love WhatsApp, but I have to give it 3 stars because after so many years, there still isn’t an iPad app. Almost all other messaging apps have it.",3,2025-09-18 09:38:56-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,i love whatsapp but i have to give it 3 stars because after so many years there still isnt an ipad app almost all other messaging apps have it,Apple App Store
13153275747,jmakak,I love being able to speak with my friends in England and Venezuela using WhatsApp. I’m grateful for this platform.,5,2025-09-18 08:58:47-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,i love being able to speak with my friends in england and venezuela using whatsapp im grateful for this platform,Apple App Store
13153130085,Me#523,This app helps me communicate with others!!!,5,2025-09-18 08:19:56-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,this app helps me communicate with others,Apple App Store
13153112982,YungDzy,"Horrible service, hate that is the most used across all devices…",1,2025-09-18 08:15:24-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,horrible service hate that is the most used across all devices,Apple App Store
13152877564,roger.carvajal,"Instalado en mi M2 iPad Pro (11-inch) (4Th Gen) (Wi-Fi) 256Gb, aun no se puede acceder a los chat restringidos desde la versión de whatsApp para iPad… Sería genial que la desarrollaran!!!",5,2025-09-18 07:14:53-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,instalado en mi m2 ipad pro 11 inch 4th gen wi fi 256gb aun no se puede acceder a los chat restringidos desde la versin de whatsapp para ipad sera genial que la desarrollaran,Apple App Store
13152864489,toller_t1,I don’t have to be copying messages that I can’t understand and be pasting it in another app for translation. It’s so stressful please do something about that.,5,2025-09-18 07:11:27-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,i dont have to be copying messages that i cant understand and be pasting it in another app for translation its so stressful please do something about that,Apple App Store
